0, 211
1, 243
2, 173
3, 226
4, 206
5, 212
6, 203
7, 240
8, 246
9, 212
10, 214
11, 225
12, 170
13, 220
14, 171
15, 180
16, 163
17, 177
18, 154
19, 207
20, 192
21, 182
22, 169
23, 212
24, 171
25, 175
26, 201
27, 155
28, 146
29, 213
30, 151
31, 199
32, 213
33, 251
34, 200
35, 169
36, 205
37, 156
38, 194
39, 241
40, 150
41, 253
42, 152
43, 189
44, 172
45, 134
46, 226
47, 145
48, 227
49, 133
50, 130
51, 185
52, 165
53, 191
54, 147
55, 189
56, 117
57, 182
58, 169
59, 140
60, 142
61, 164
62, 194
63, 247
64, 240
65, 159
66, 187
67, 172
68, 170
69, 119
70, 144
71, 182
72, 189
73, 148
74, 215
75, 145
76, 246
77, 185
78, 292
79, 240
80, 161
81, 202
82, 201
83, 172
84, 216
85, 225
86, 167
87, 157
88, 201
89, 177
90, 195
91, 168
92, 199
93, 83
94, 141
95, 164
96, 163
97, 246
98, 213
99, 197
100, 239
101, 167
102, 164
103, 166
104, 200
105, 241
106, 197
107, 203
108, 204
109, 163
110, 216
111, 270
112, 234
113, 187
114, 195
115, 211
116, 263
117, 170
118, 212
119, 237
120, 189
121, 237
122, 195
123, 187
124, 232
125, 165
126, 200
127, 175
128, 180
129, 201
130, 175
131, 251
132, 243
133, 172
134, 160
135, 169
136, 175
137, 216
138, 225
139, 240
140, 174
141, 230
142, 155
143, 207
144, 247
145, 175
146, 236
147, 199
148, 132
149, 205
150, 192
151, 219
152, 245
153, 210
154, 216
155, 142
156, 168
157, 265
158, 195
159, 248
160, 157
161, 122
162, 173
163, 179
164, 181
165, 208
166, 143
167, 304
168, 247
169, 169
170, 189
171, 177
172, 200
173, 202
174, 235
175, 154
176, 209
177, 218
178, 251
179, 212
180, 181
181, 236
182, 229
183, 147
184, 196
185, 165
186, 193
187, 179
188, 188
189, 148
190, 201
191, 163
192, 164
193, 206
194, 136
195, 187
196, 121
197, 178
198, 266
199, 121
200, 169
201, 139
202, 249
203, 162
204, 176
205, 219
206, 171
207, 140
208, 191
209, 161
210, 219
211, 169
212, 188
213, 151
214, 225
215, 176
216, 175
217, 220
218, 190
219, 113
220, 177
221, 233
222, 127
223, 153
224, 195
225, 200
226, 226
227, 158
228, 104
229, 133
230, 175
231, 234
232, 170
233, 231
234, 166
235, 128
236, 183
237, 190
238, 204
239, 204
240, 210
241, 192
242, 143
243, 192
244, 206
245, 286
246, 238
247, 194
248, 211
249, 206
250, 198
251, 232
252, 180
253, 224
254, 167
255, 219
256, 180
257, 169
258, 211
259, 162
260, 224
261, 251
262, 188
263, 224
264, 185
265, 171
266, 177
267, 185
268, 182
269, 217
270, 191
271, 260
272, 166
273, 197
274, 144
275, 129
276, 188
277, 217
278, 164
279, 176
280, 153
281, 238
282, 238
283, 245
284, 276
285, 153
286, 188
287, 168
288, 185
289, 205
290, 241
291, 174
292, 220
293, 259
294, 256
295, 153
296, 187
297, 213
298, 213
299, 183
300, 329
301, 219
302, 180
303, 188
304, 162
305, 138
306, 200
307, 254
308, 182
309, 197
310, 175
311, 205
312, 210
313, 196
314, 192
315, 181
316, 156
317, 222
318, 142
319, 195
320, 155
321, 152
322, 216
323, 241
324, 212
325, 153
326, 164
327, 185
328, 154
329, 188
330, 159
331, 140
332, 226
333, 203
334, 173
335, 174
336, 238
337, 213
338, 171
339, 229
340, 200
341, 161
342, 198
343, 193
344, 170
345, 218
346, 176
347, 250
348, 182
349, 147
350, 247
351, 191
352, 186
353, 137
354, 103
355, 184
356, 245
357, 196
358, 128
359, 212
360, 174
361, 165
362, 188
363, 203
364, 173
365, 164
366, 194
367, 193
368, 236
369, 196
370, 241
371, 166
372, 140
373, 143
374, 218
375, 179
376, 238
377, 123
378, 176
379, 189
380, 222
381, 228
382, 172
383, 155
384, 183
385, 214
386, 140
387, 193
388, 181
389, 175
390, 241
391, 200
392, 168
393, 209
394, 151
395, 171
396, 215
397, 165
398, 202
399, 175
400, 150
401, 228
402, 242
403, 259
404, 210
405, 200
406, 215
407, 304
408, 274
409, 169
410, 231
411, 139
412, 182
413, 178
414, 176
415, 167
416, 130
417, 148
418, 144
419, 331
420, 160
421, 158
422, 216
423, 158
424, 221
425, 164
426, 208
427, 201
428, 173
429, 257
430, 213
431, 187
432, 154
433, 242
434, 229
435, 186
436, 191
437, 188
438, 192
439, 175
440, 168
441, 220
442, 229
443, 229
444, 126
445, 224
446, 205
447, 260
448, 149
449, 238
450, 221
451, 148
452, 194
453, 180
454, 133
455, 185
456, 195
457, 245
458, 233
459, 193
460, 176
461, 211
462, 168
463, 196
464, 192
465, 149
466, 240
467, 174
468, 214
469, 176
470, 134
471, 143
472, 143
473, 182
474, 250
475, 205
476, 252
477, 195
478, 193
479, 169
480, 168
481, 204
482, 274
483, 176
484, 204
485, 244
486, 185
487, 202
488, 166
489, 159
490, 158
491, 122
492, 134
493, 162
494, 201
495, 178
496, 159
497, 181
498, 206
499, 225
500, 223
501, 201
502, 218
503, 175
504, 126
505, 197
506, 231
507, 185
508, 150
509, 190
510, 229
511, 183
512, 246
513, 192
514, 182
515, 203
516, 222
517, 203
518, 194
519, 202
520, 210
