vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.001985,0.000068,0.006278,0.001995,0.003008,0.000160,0.004242,0.001084
0.004683,0.000318,0.013619,0.008463,0.005410,0.000545,0.010133,0.005541
0.006307,0.000268,0.028254,0.008963,0.010204,0.000545,0.021984,0.006009
0.014165,0.000670,0.064464,0.025743,0.019982,0.001362,0.051602,0.018105
0.019151,0.002320,0.068255,0.077491,0.018564,0.004087,0.049796,0.052245
