vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.000941,0.000031,0.002680,0.000889,0.001245,0.000055,0.001867,0.000510
0.003685,0.000314,0.013744,0.008699,0.005578,0.000545,0.010239,0.005386
0.006411,0.000268,0.028398,0.009351,0.010184,0.000547,0.022889,0.006040
0.014499,0.000667,0.073797,0.028639,0.019832,0.001361,0.052020,0.017901
0.016516,0.002004,0.067794,0.080763,0.018569,0.004085,0.051201,0.053542
