vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.000923,0.000032,0.002561,0.000860,0.001382,0.000069,0.001666,0.000438
0.005297,0.000401,0.019578,0.008479,0.005380,0.000545,0.010198,0.005421
0.007264,0.000314,0.032689,0.009137,0.010134,0.000545,0.026143,0.006868
0.014002,0.000843,0.064121,0.025312,0.019451,0.001364,0.052223,0.018142
0.016275,0.002004,0.064238,0.080998,0.019872,0.004091,0.050207,0.052142
