vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002166,0.000074,0.006361,0.001989,0.003191,0.000149,0.004340,0.001193
0.004128,0.000314,0.016439,0.009951,0.006151,0.000544,0.011235,0.005541
0.006638,0.000281,0.029578,0.008947,0.010168,0.000544,0.022475,0.005986
0.012891,0.000670,0.063231,0.025437,0.019497,0.001361,0.050771,0.017524
0.016280,0.002015,0.063679,0.076499,0.018508,0.004083,0.052477,0.054885
