vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002163,0.000073,0.006359,0.001989,0.003114,0.000152,0.004383,0.001199
0.003951,0.000267,0.013401,0.008494,0.005354,0.000545,0.010058,0.005414
0.006433,0.000269,0.032586,0.010343,0.011236,0.000663,0.023398,0.006617
0.013410,0.000681,0.066050,0.025495,0.019509,0.001378,0.051255,0.017771
0.016555,0.002009,0.064331,0.077308,0.019723,0.004082,0.051404,0.053916
