vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.000944,0.000031,0.002668,0.000851,0.001352,0.000054,0.001774,0.000543
0.003554,0.000268,0.026787,0.008604,0.006072,0.000638,0.011463,0.005641
0.006912,0.000339,0.029709,0.008949,0.010153,0.000558,0.022508,0.005967
0.013216,0.000667,0.064080,0.025481,0.019778,0.001360,0.051984,0.017920
0.016646,0.002025,0.064481,0.085954,0.020914,0.004459,0.053522,0.056443
