vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002311,0.000073,0.006499,0.001991,0.003133,0.000148,0.004411,0.001186
0.004663,0.000313,0.017528,0.010770,0.006486,0.000638,0.012128,0.006552
0.007150,0.000314,0.029927,0.009466,0.010578,0.000645,0.028201,0.007529
0.015202,0.000740,0.074428,0.025523,0.019762,0.001363,0.055105,0.020705
0.020642,0.002399,0.086261,0.086961,0.018548,0.004083,0.059139,0.065172
