vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002001,0.000079,0.006196,0.002033,0.003009,0.000137,0.004084,0.001120
0.004519,0.000268,0.014740,0.009975,0.005978,0.000638,0.011495,0.006107
0.006386,0.000268,0.028743,0.008980,0.010143,0.000544,0.022622,0.006326
0.012894,0.000667,0.066327,0.026167,0.019630,0.001359,0.053380,0.017896
0.016851,0.002010,0.064420,0.077072,0.018533,0.004081,0.051160,0.053396
