vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.001933,0.000065,0.005702,0.001763,0.002811,0.000137,0.003892,0.001053
0.005294,0.000272,0.013689,0.008463,0.005390,0.000548,0.010629,0.005503
0.006384,0.000267,0.028526,0.009025,0.010247,0.000657,0.022375,0.005964
0.012917,0.000678,0.064175,0.025443,0.019909,0.001362,0.051838,0.017737
0.016666,0.002003,0.068934,0.076900,0.018856,0.004091,0.051784,0.053737
