vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.001402,0.000045,0.003890,0.001183,0.002022,0.000096,0.002732,0.000771
0.005748,0.000424,0.017158,0.009791,0.005415,0.000545,0.010122,0.005419
0.006685,0.000307,0.028347,0.008993,0.010182,0.000545,0.022122,0.006011
0.013350,0.000672,0.065889,0.028276,0.021672,0.001369,0.052207,0.018355
0.016625,0.002021,0.066723,0.087258,0.019952,0.004328,0.051151,0.052979
