vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.001938,0.000068,0.005709,0.001790,0.002786,0.000137,0.003895,0.001057
0.005594,0.000282,0.013473,0.008748,0.005407,0.000548,0.010194,0.005392
0.006340,0.000267,0.028424,0.008948,0.010164,0.000546,0.022285,0.006021
0.014889,0.000674,0.067486,0.025466,0.019502,0.001370,0.052051,0.017900
0.016716,0.002012,0.066430,0.080226,0.018682,0.004099,0.051624,0.053238
