vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002046,0.000080,0.006270,0.001957,0.002858,0.000136,0.004025,0.001147
0.004474,0.000267,0.013778,0.008462,0.005360,0.000546,0.010219,0.005405
0.006469,0.000272,0.031053,0.009008,0.010103,0.000545,0.022664,0.005971
0.013334,0.000669,0.066520,0.026417,0.019521,0.001364,0.052628,0.017912
0.016569,0.002007,0.065280,0.076863,0.018540,0.004089,0.052114,0.053166
