vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.001159,0.000038,0.003255,0.001015,0.001612,0.000076,0.002235,0.000607
0.005098,0.000375,0.017656,0.008773,0.005407,0.000545,0.010228,0.005418
0.006672,0.000268,0.028696,0.009217,0.010186,0.000570,0.022742,0.006023
0.013317,0.000669,0.064467,0.025726,0.019604,0.001359,0.052247,0.017841
0.017416,0.002269,0.070719,0.078760,0.018628,0.004084,0.051823,0.053474
