vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.000810,0.000027,0.002668,0.000856,0.001368,0.000064,0.001744,0.000436
0.003911,0.000268,0.013854,0.008970,0.005683,0.000545,0.010055,0.005411
0.006420,0.000269,0.028192,0.008948,0.010238,0.000545,0.024993,0.007562
0.013040,0.000854,0.066058,0.026974,0.020127,0.001361,0.051183,0.017819
0.017692,0.002020,0.066832,0.079046,0.018879,0.004089,0.051539,0.053836
