vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002049,0.000079,0.006087,0.002083,0.003099,0.000160,0.004311,0.001098
0.005195,0.000267,0.013728,0.008467,0.006363,0.000545,0.010491,0.005418
0.006433,0.000277,0.028343,0.008967,0.010169,0.000545,0.022084,0.006047
0.012944,0.000669,0.064264,0.025546,0.019519,0.001362,0.051407,0.017887
0.017097,0.002215,0.064442,0.078470,0.018538,0.004103,0.052720,0.057892
