vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.001382,0.000051,0.003864,0.001288,0.001954,0.000096,0.002753,0.000636
0.005759,0.000391,0.018587,0.008745,0.005767,0.000545,0.010133,0.005405
0.007636,0.000330,0.028840,0.008969,0.010146,0.000544,0.022224,0.005981
0.012971,0.000668,0.064523,0.025401,0.019550,0.001360,0.052002,0.017760
0.016571,0.002110,0.065042,0.076493,0.018697,0.004576,0.057459,0.053546
