vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.001937,0.000065,0.005704,0.001779,0.002784,0.000132,0.003947,0.001057
0.005304,0.000268,0.015223,0.009639,0.005978,0.000638,0.011505,0.006012
0.007028,0.000291,0.029772,0.010283,0.010549,0.000547,0.023648,0.006369
0.012818,0.000675,0.065794,0.028877,0.020151,0.001361,0.056517,0.017510
0.016255,0.002017,0.064409,0.076460,0.019848,0.004174,0.052004,0.053403
