vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002165,0.000074,0.005966,0.001761,0.002807,0.000132,0.003869,0.001069
0.005791,0.000350,0.013957,0.008775,0.005657,0.000545,0.010139,0.005443
0.007095,0.000268,0.029953,0.009416,0.010496,0.000548,0.022100,0.006683
0.012910,0.000698,0.064595,0.025785,0.019627,0.001360,0.054039,0.018888
0.016657,0.002009,0.068092,0.077391,0.018588,0.004084,0.050992,0.053932
