vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.000809,0.000027,0.002380,0.000732,0.001157,0.000054,0.001699,0.000512
0.003993,0.000268,0.013900,0.008863,0.005372,0.000544,0.011443,0.006176
0.007125,0.000269,0.031505,0.009286,0.011286,0.000544,0.022456,0.006003
0.013116,0.000670,0.064207,0.026000,0.019556,0.001360,0.054245,0.017777
0.016547,0.002013,0.065871,0.076885,0.018587,0.004085,0.051523,0.056757
