vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002044,0.000069,0.006198,0.002039,0.003049,0.000160,0.004113,0.001084
0.004499,0.000272,0.013457,0.008429,0.005390,0.000546,0.010170,0.005393
0.006498,0.000267,0.030483,0.009009,0.010570,0.000552,0.022386,0.006399
0.012946,0.000669,0.064455,0.025108,0.019387,0.001362,0.051467,0.017669
0.016977,0.002003,0.064532,0.080570,0.018546,0.004086,0.051289,0.052749
