vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002134,0.000067,0.006097,0.001880,0.002996,0.000155,0.004199,0.001089
0.004627,0.000281,0.013409,0.008494,0.005386,0.000544,0.010501,0.005409
0.006383,0.000269,0.028256,0.009377,0.010271,0.000544,0.022074,0.006019
0.012930,0.000670,0.068035,0.026336,0.020200,0.001360,0.051808,0.017847
0.017018,0.002018,0.065247,0.085631,0.019988,0.004084,0.054621,0.053418
