vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002158,0.000074,0.006395,0.002007,0.003133,0.000148,0.004395,0.001189
0.004281,0.000268,0.013469,0.009522,0.006030,0.000562,0.011645,0.006104
0.006601,0.000350,0.031712,0.009057,0.010090,0.000544,0.023854,0.006013
0.012911,0.000671,0.063643,0.025376,0.019947,0.001360,0.053412,0.018380
0.016610,0.002010,0.070227,0.079679,0.019339,0.004859,0.052440,0.057720
