vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.000811,0.000027,0.002359,0.000733,0.001166,0.000054,0.001692,0.000513
0.004150,0.000333,0.013606,0.008683,0.005400,0.000545,0.010251,0.005751
0.006401,0.000268,0.028451,0.009455,0.010173,0.000544,0.022456,0.006023
0.013054,0.000669,0.071874,0.027003,0.019994,0.001360,0.054584,0.020015
0.016712,0.002110,0.065365,0.076987,0.018533,0.004084,0.051600,0.054545
