vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002015,0.000078,0.006265,0.001971,0.003087,0.000137,0.004170,0.001159
0.004222,0.000273,0.013413,0.008486,0.005706,0.000545,0.010225,0.005427
0.006386,0.000275,0.028306,0.008992,0.010449,0.000545,0.026055,0.006715
0.013126,0.000668,0.064868,0.025592,0.019980,0.001362,0.053355,0.017867
0.016989,0.002308,0.065309,0.077296,0.018526,0.004083,0.052472,0.054139
