vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002160,0.000073,0.006345,0.001987,0.003125,0.000148,0.004343,0.001186
0.004448,0.000272,0.013395,0.008481,0.005373,0.000545,0.011164,0.006898
0.006623,0.000314,0.029474,0.009373,0.011364,0.000544,0.022042,0.005993
0.013027,0.000670,0.064581,0.025656,0.019467,0.001362,0.054204,0.018216
0.016559,0.002009,0.070963,0.077782,0.018592,0.004086,0.051270,0.057943
