vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.001931,0.000068,0.005689,0.001764,0.002790,0.000132,0.003870,0.001061
0.004715,0.000282,0.013383,0.008449,0.005408,0.000548,0.010171,0.005413
0.007600,0.000268,0.028728,0.008963,0.010568,0.000544,0.021980,0.005978
0.013412,0.000669,0.066965,0.025686,0.019460,0.001360,0.051930,0.017858
0.016900,0.002007,0.064267,0.076329,0.018525,0.004085,0.051849,0.055609
