vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.001916,0.000065,0.005646,0.001774,0.002785,0.000132,0.003853,0.001072
0.006096,0.000321,0.013424,0.008522,0.005385,0.000544,0.010120,0.005426
0.006782,0.000268,0.028795,0.009136,0.010145,0.000544,0.023570,0.006913
0.013056,0.000674,0.063084,0.025321,0.019701,0.001568,0.051579,0.017647
0.016677,0.002014,0.070071,0.080005,0.018510,0.004085,0.050618,0.053233
