vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002166,0.000074,0.006393,0.001987,0.003120,0.000148,0.004337,0.001187
0.004479,0.000268,0.013700,0.008475,0.005392,0.000545,0.010238,0.005401
0.006755,0.000268,0.029274,0.009035,0.011583,0.000545,0.024441,0.006313
0.012874,0.000686,0.064645,0.025716,0.020167,0.001361,0.051851,0.017965
0.018585,0.002320,0.076695,0.083701,0.018538,0.004084,0.063677,0.069237
