vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.001944,0.000065,0.005672,0.001762,0.002788,0.000133,0.003902,0.001054
0.006378,0.000372,0.014047,0.008455,0.005392,0.000547,0.010287,0.005397
0.006396,0.000268,0.028570,0.008963,0.010610,0.000639,0.023239,0.006373
0.013558,0.000669,0.063899,0.028889,0.020958,0.001366,0.052347,0.017541
0.016611,0.002009,0.064969,0.076070,0.019691,0.004599,0.052433,0.056386
