vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002159,0.000073,0.006392,0.001981,0.003126,0.000149,0.004367,0.001190
0.004583,0.000269,0.013478,0.008463,0.005363,0.000544,0.010158,0.005392
0.006388,0.000269,0.029662,0.009229,0.010109,0.000545,0.022407,0.006339
0.013277,0.000698,0.064225,0.025779,0.019431,0.001361,0.053331,0.018353
0.016567,0.002015,0.065054,0.077234,0.019724,0.004083,0.051212,0.052785
