vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.000806,0.000027,0.002682,0.000731,0.001300,0.000064,0.001889,0.000442
0.004974,0.000372,0.018885,0.008523,0.005379,0.000545,0.010268,0.005426
0.006417,0.000268,0.028449,0.008994,0.010175,0.000548,0.022412,0.005956
0.013057,0.000701,0.064635,0.026397,0.019813,0.001360,0.051959,0.017828
0.016570,0.002051,0.067473,0.082746,0.019149,0.004084,0.050767,0.052005
