vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.001362,0.000047,0.004041,0.001181,0.001923,0.000096,0.002737,0.000763
0.006028,0.000435,0.019476,0.009428,0.005723,0.000545,0.010683,0.005394
0.006325,0.000267,0.028614,0.008995,0.010559,0.000548,0.022615,0.005972
0.013159,0.000667,0.065051,0.025798,0.019492,0.001365,0.052808,0.017731
0.017019,0.002008,0.066428,0.077177,0.018998,0.004098,0.051989,0.053199
