vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.001984,0.000079,0.006298,0.001986,0.003076,0.000159,0.004231,0.001142
0.004212,0.000281,0.013489,0.008461,0.005385,0.000545,0.010479,0.006120
0.006641,0.000315,0.032365,0.010231,0.010207,0.000544,0.022850,0.006125
0.012970,0.000670,0.065104,0.025860,0.021853,0.001592,0.056716,0.020589
0.016262,0.002025,0.064474,0.076508,0.018920,0.004083,0.050462,0.052096
