vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.000866,0.000027,0.002590,0.000905,0.001268,0.000064,0.001902,0.000437
0.003646,0.000306,0.013859,0.008455,0.005714,0.000647,0.010571,0.005819
0.007297,0.000268,0.029858,0.009198,0.010180,0.000545,0.022791,0.006040
0.013221,0.000670,0.064685,0.027806,0.019716,0.001364,0.052818,0.018454
0.016258,0.002009,0.063926,0.076131,0.019510,0.004091,0.052431,0.055931
