vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002001,0.000068,0.006228,0.001824,0.003065,0.000152,0.004067,0.001082
0.004798,0.000272,0.013870,0.008466,0.005387,0.000546,0.010139,0.005393
0.006376,0.000267,0.028955,0.008975,0.010179,0.000545,0.022498,0.005975
0.012956,0.000673,0.063836,0.025530,0.019587,0.001363,0.057330,0.019532
0.016506,0.002032,0.065428,0.077392,0.018511,0.004088,0.052994,0.054179
