vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.001993,0.000067,0.006241,0.002046,0.003274,0.000137,0.004216,0.001128
0.004510,0.000269,0.013803,0.008843,0.005360,0.000545,0.011531,0.006274
0.006714,0.000268,0.028941,0.008954,0.010390,0.000544,0.023305,0.006018
0.013752,0.000725,0.065360,0.025733,0.019467,0.001365,0.051935,0.017892
0.016671,0.002299,0.065533,0.076863,0.018506,0.004082,0.051625,0.054117
