vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.001246,0.000037,0.003036,0.000729,0.001323,0.000064,0.001796,0.000461
0.004197,0.000314,0.015037,0.009503,0.005982,0.000668,0.010255,0.005416
0.007125,0.000319,0.029028,0.008997,0.010170,0.000545,0.022312,0.005986
0.014241,0.000667,0.066430,0.027998,0.021349,0.001362,0.051587,0.017733
0.016552,0.002010,0.065029,0.076522,0.019837,0.004916,0.054147,0.052808
