vet-ins,vet-fnd,btr-ins,btr-fnd,hst-ins,hst-fnd,htr-ins,htr-fnd
0.002125,0.000069,0.006301,0.001910,0.003018,0.000136,0.004166,0.001272
0.005268,0.000268,0.013804,0.009039,0.005386,0.000545,0.010259,0.005409
0.006331,0.000268,0.030068,0.009032,0.010141,0.000545,0.022427,0.006023
0.012943,0.000679,0.064223,0.025593,0.019749,0.001361,0.054475,0.018028
0.016963,0.002005,0.064959,0.079070,0.018554,0.004086,0.057754,0.055331
